trial,learning_rate,n_steps,ent_coef,net_arch,activation_fn,n_epochs,clip_range,batch_size,survival_rate,mean_return
70,0.0001,512,0.01,"[64, 64]",Tanh,20,0.2,128,0.67,0.6189375
305,0.0001,2048,0.01,"[128, 128]",Tanh,20,0.3,128,0.67,0.6228375
0,0.0001,512,0.005,"[64, 64]",ReLU,5,0.1,128,0.67,0.6534875
487,0.0003,1024,0.01,"[64, 64]",ReLU,5,0.2,128,0.67,0.6508625000000001
407,0.0003,512,0.01,"[128, 128]",Tanh,5,0.3,128,0.67,0.6217750000000001
578,0.0003,2048,0.005,"[256, 128]",ReLU,5,0.3,128,0.67,0.6105125
85,0.0001,512,0.01,"[128, 128]",Tanh,10,0.2,128,0.67,0.6248
235,0.0001,2048,0.005,"[128, 128]",ReLU,5,0.2,128,0.67,0.623025
81,0.0001,512,0.01,"[128, 128]",Tanh,5,0.1,128,0.67,0.6331
316,0.0001,2048,0.01,"[256, 128]",Tanh,5,0.2,128,0.67,0.6167
490,0.0003,1024,0.01,"[64, 64]",ReLU,10,0.2,128,0.67,0.6267125
69,0.0001,512,0.01,"[64, 64]",Tanh,20,0.1,128,0.67,0.612325
61,0.0001,512,0.01,"[64, 64]",ReLU,20,0.2,128,0.665,0.62725
225,0.0001,2048,0.005,"[64, 64]",Tanh,5,0.1,128,0.665,0.6097125
471,0.0003,1024,0.005,"[256, 128]",ReLU,10,0.1,128,0.665,0.6005
315,0.0001,2048,0.01,"[256, 128]",Tanh,5,0.1,128,0.665,0.6261
240,0.0001,2048,0.005,"[128, 128]",ReLU,20,0.1,128,0.665,0.6205625
251,0.0001,2048,0.005,"[128, 128]",Tanh,20,0.3,128,0.665,0.615075
155,0.0001,1024,0.005,"[256, 128]",Tanh,5,0.3,128,0.665,0.6329
17,0.0001,512,0.005,"[64, 64]",Tanh,20,0.3,128,0.665,0.6260625000000001
338,0.0003,512,0.005,"[64, 64]",Tanh,10,0.3,128,0.665,0.615425
434,0.0003,1024,0.005,"[64, 64]",ReLU,5,0.3,128,0.66,0.6386375000000001
125,0.0001,1024,0.005,"[64, 64]",Tanh,20,0.3,128,0.66,0.6176750000000001
233,0.0001,2048,0.005,"[64, 64]",Tanh,20,0.3,128,0.66,0.6331500000000001
494,0.0003,1024,0.01,"[64, 64]",ReLU,20,0.3,128,0.66,0.616275
18,0.0001,512,0.005,"[128, 128]",ReLU,5,0.1,128,0.66,0.6204124999999999
611,0.0003,2048,0.01,"[64, 64]",Tanh,20,0.3,128,0.66,0.6039
288,0.0001,2048,0.01,"[128, 128]",ReLU,5,0.1,128,0.655,0.603975
153,0.0001,1024,0.005,"[256, 128]",Tanh,5,0.1,128,0.655,0.6149000000000001
293,0.0001,2048,0.01,"[128, 128]",ReLU,10,0.3,128,0.655,0.5802125000000001
201,0.0001,1024,0.01,"[256, 128]",ReLU,10,0.1,128,0.655,0.63445
245,0.0001,2048,0.005,"[128, 128]",Tanh,5,0.3,128,0.655,0.6015999999999999
262,0.0001,2048,0.005,"[256, 128]",Tanh,5,0.2,128,0.655,0.6233625
379,0.0003,512,0.01,"[64, 64]",ReLU,5,0.2,128,0.65,0.6314375000000001
640,0.0003,2048,0.01,"[256, 128]",Tanh,5,0.2,128,0.645,0.5927875
118,0.0001,1024,0.005,"[64, 64]",Tanh,5,0.2,128,0.645,0.605625
598,0.0003,2048,0.01,"[64, 64]",ReLU,10,0.2,128,0.645,0.60875
310,0.0001,2048,0.01,"[256, 128]",ReLU,10,0.2,128,0.645,0.6216375
119,0.0001,1024,0.005,"[64, 64]",Tanh,5,0.3,128,0.645,0.605625
362,0.0003,512,0.005,"[256, 128]",ReLU,5,0.3,128,0.645,0.6205250000000001
232,0.0001,2048,0.005,"[64, 64]",Tanh,20,0.2,128,0.635,0.5912125
117,0.0001,1024,0.005,"[64, 64]",Tanh,5,0.1,128,0.63,0.5909375
82,0.0001,512,0.01,"[128, 128]",Tanh,5,0.2,128,0.625,0.5875375
83,0.0001,512,0.01,"[128, 128]",Tanh,5,0.3,128,0.625,0.5875375
429,0.0003,512,0.01,"[256, 128]",Tanh,20,0.1,128,0.62,0.5638749999999999
